date,name,post_code,lon,lat,rating
2018-05-16,Afghan Mehman Restaurant,UB2 4BG,-0.38127900000000,51.50283640000000,2
2018-01-16,Afghan Sheeryakh Organic Ice Cream,W7 3TH,-0.33953810000000,51.50875440000000,3
,Afta Eats,W3 6LY,-0.26910930000000,51.50659460000000,AwaitingInspection
2017-01-09,Age UK Day Centre,UB6 9JS,-0.34888200000000,51.53583500000000,5
2016-11-29,Agha Pan & Music Zone,UB1 1LW,-0.38175000000000,51.51163700000000,5
2019-06-26,Aglaes Trade Import Export,W7 3SU,-0.33694810000000,51.50864580000000,5
2018-10-30,Ahwangy,NW10 7JW,-0.26705100000000,51.52644500000000,4
,Aida Lababedi,,,,AwaitingInspection
2019-05-22,Ajeenat Al Basha,UB6 8SG,-0.35182130000000,51.52775770000000,1
,AJ's Cakes And Bakes,,,,AwaitingInspection
2018-08-08,AK Wine And Spirits,W7 2DG,-0.32538540000000,51.49662020000000,Exempt
2019-01-19,AKP Retailer,UB5 4RR,-0.34984120000000,51.55142470000000,2
2018-08-16,Aksaya Fish Market,UB1 3BQ,-0.37482500000000,51.51062400000000,1
2017-03-06,Aktiva Camps At Grange Primary School,W5 4HN,-0.30557098984718,51.50390625000000,5
2017-01-24,Aktiva Camps At Little Ealing Primary School,W5 4EA,-0.30839500000000,51.49806600000000,5
2017-01-24,Aktiva Camps At Mount Carmel RC Primary School,W5 4EA,-0.30839500000000,51.49806600000000,5
2019-07-29,Al Baladi,W3 6BS,-0.27047210000000,51.50827830000000,3
2018-06-28,Al Baraka Supermarket,W3 6BS,-0.27061720000000,51.50825350000000,1
2019-03-13,Al Enam,NW10 6TD,-0.25845700502396,51.52575302124020,4
2019-02-18,Al Gali,NW10 6HJ,-0.26388530000000,51.52952930000000,3
2019-05-01,Al Haad,UB1 1LP,-0.38266020000000,51.51184780000000,2
2018-10-11,Al Jabal Bakeries,NW10 6TD,-0.25845700000000,51.52575200000000,4
2018-10-09,Al Jazeera Coffee Shop,W13 0SY,-0.32449230000000,51.51035690000000,1
2019-01-16,Al Madina,UB6 9RS,-0.36837300000000,51.53255720000000,1
2019-01-19,Al Noor,W3 6QZ,-0.27093920000000,51.50735900000000,3
2019-02-02,Al Panini Cafe Bar,W13 0SU,-0.32249310000000,51.51064310000000,2
2017-08-08,Al Shorjah,W13 0SG,-0.32481899857521,51.51063919067380,1
2019-03-11,Ala Kayfak,NW10 6TD,-0.25845700000000,51.52575200000000,5
2018-02-12,Alan Oliver,,,,5
2018-08-16,Alchem Pharmacy,UB1 1LW,-0.38165950000000,51.51161820000000,Exempt
2017-10-25,Al-Dana Restaurant,W3 6DH,-0.27107340000000,51.50819270000000,3
2018-11-15,Alec Reed Academy,UB5 5LQ,-0.38243800401688,51.54346847534180,5
,Alex & The Cakes,,,,AwaitingInspection
2017-10-10,Alex Burger Van,UB6 7LH,-0.31747999787331,51.53891372680660,5
2018-07-09,Ali Importers,UB1 1QB,-0.37801640000000,51.51153190000000,1
2019-07-16,Ali Importers,UB1 1RT,-0.37623150000000,51.51066190000000,4
2018-01-16,Ali Meat Market & Ahmadzai Foods,UB1 2LF,-0.37137299776077,51.51693344116210,3
2019-05-10,Ali's Berlin Doner,W5 2NP,-0.30245301127434,51.51416015625000,3
2018-04-23,Ali's Fast Food,UB1 2PT,-0.37551310000000,51.51910480000000,3
2016-03-18,Alisha Pharmacy,W4 5DG,-0.26552200000000,51.50182000000000,Exempt
2018-08-01,Alistair Hugo Catering & Events,W3 7QE,-0.25787210000000,51.50577180000000,5
2018-11-22,Al-Karam,UB6 7DE,-0.31113100000000,51.53979400000000,1
2017-03-10,All Hallows Church Hall,UB6 0PD,-0.33386300000000,51.55107200000000,Exempt
2017-10-05,All In One Store,UB5 5AU,-0.38928920000000,51.53759410000000,4
2018-11-28,All Saints Nursery,UB5 5DJ,-0.37455201148987,51.54258728027340,5
2018-08-16,Allenby News,UB1 2HB,-0.36446610000000,51.52449960000000,3
2018-08-16,All-U-Need,UB1 1LW,-0.38143120000000,51.51155210000000,Exempt
2018-08-28,Almahmud,UB6 8QU,-0.34982910000000,51.53102090000000,5
2018-11-20,Alnahrain Dairy,NW10 6TD,-0.25842150000000,51.52574350000000,4
2019-07-22,Alnakhlah Lounge,W3 6NG,-0.26452600000000,51.50640000000000,3
2017-02-04,Alpha Chemist,UB5 5AU,-0.38940730000000,51.53751480000000,Exempt
,Alqalaa Banquetting Hall,NW10 7PP,-0.27000299096108,51.52957534790040,AwaitingInspection
2014-05-14,Aman News,W3 0BU,-0.26569130000000,51.51918760000000,4
2018-07-10,Amasi Cafe,UB6 7JD,-0.31658260000000,51.53608800000000,1
2019-02-21,Amathus Drinks,NW10 7ST,-0.28216010000000,51.53620090000000,4
2019-08-01,Amaya's Kitchen,,,,5
2017-07-28,Ambala Confectionery,UB1 1NN,-0.38314870000000,51.51229520000000,5
2016-03-10,Ambiha Stores,UB6 9QA,-0.35469420000000,51.52844550000000,3
2019-01-23,Amigos,W3 9BY,-0.27471320000000,51.50816090000000,2
2018-08-29,Amigos Burgers Southall,UB1 1DW,-0.37892730000000,51.50739000000000,5
2018-07-06,Amir Halal Foods,UB5 6LN,-0.39410680000000,51.53550200000000,1
2018-01-06,Amorino,W5 5DA,-0.30503400000000,51.51122860000000,5
2017-11-01,Amran Grill & Pizza,W13 9AU,-0.31517440000000,51.51136560000000,5
2018-05-18,Amritsari Khana,,,,4
2018-10-16,Anar,UB1 1LP,-0.38269299268722,51.51185607910160,4
2018-02-15,Andy's Quality Fish,W13 9RJ,-0.31987580000000,51.50579470000000,4
2019-07-11,Angels & Cookies,NW10 6HJ,-0.26115750000000,51.52960590000000,5
2019-08-06,Anges De Sucre,NW10 6HJ,-0.26392000000000,51.52953700000000,1
2019-03-29,Angies Karib Delightz,W3 7EF,-0.25123900175095,51.51359558105470,4
2016-01-13,Anil Food & Wine,W3 6PL,-0.26680310000000,51.51647930000000,3
2018-06-06,Anjali Newsagents,W3 9QP,-0.27802770000000,51.50854230000000,1
2018-03-20,Anokha,W3 6BD,-0.26414540000000,51.50867050000000,4
2018-02-08,Anthonys Off Licence,UB5 6PG,,,4
,Anya Cakes,,,,AwaitingInspection
2018-06-25,Apna Express,UB6 7JJ,-0.31719270000000,51.53635750000000,3
2017-02-10,Apna Pind,UB2 4DG,-0.38237420000000,51.50120590000000,5
2018-04-19,Apple Montessori School,W13 0DD,-0.32631400227547,51.52450180053710,5
2018-06-26,Apple Tree Ealing,,,,4
2014-05-07,Applegreen Greenford Service Station,UB6 0EJ,-0.33941040000000,51.55188010000000,5
2019-08-22,Appose UK At Shepherds Bush Cricket Club,W3 7BP,-0.25261199474335,51.51009750366210,5
2018-07-20,Apt-Aahar,,,,4
2019-01-09,Arabesque,UB6 7PP,-0.31887300000000,51.53630900000000,1
2018-02-06,Aramark At Delphi Diesel,W3 0SE,-0.27654901146889,51.52346420288090,3
2019-04-11,Archies Mediterranean Food Products,NW10 6TD,-0.25845700000000,51.52575100000000,1
2017-09-14,Arena Online,W3 0TJ,-0.27743500000000,51.52364900000000,Exempt
2018-02-13,Arena Online,W3 0TJ,-0.27743500000000,51.52364900000000,Exempt
2016-12-29,Ariana Pharmacy,UB6 8SQ,-0.35156930000000,51.52834770000000,Exempt
2018-11-22,Ark Byron Primary Academy,W3 7JT,-0.25941601395607,51.50665664672850,5
2017-02-20,Ark Of Noah Bilingual Nursery,UB6 8LN,-0.33273300000000,51.53542700000000,5
2019-03-22,Ark Of Noah Montessori Nursery,UB6 8LN,-0.33273300000000,51.53542700000000,4
2019-01-24,Ark Priory Primary Academy,W3 8NR,-0.26642900000000,51.50484500000000,5
2017-02-20,Aron Guest House,W5 4QT,-0.30666620000000,51.50297000000000,5
2019-08-07,Arrow Foods (Stall Outside),UB1 1SQ,-0.37758600000000,51.50793700000000,4
2019-05-24,Artfreedome,,,,5
2019-03-08,Artisan,W5 2XA,-0.30671850000000,51.51321320000000,4
2019-08-06,Arya Samaj Temple,W13 0NA,-0.32297500967979,51.51690673828130,4
2018-08-16,As Nature Intended,W5 5DB,-0.30439499020577,51.51192092895510,5
2019-06-25,Asda,NW10 7LW,-0.27010400000000,51.52843300000000,5
2018-04-26,Asda Northolt Service Station,UB5 5AW,-0.37984870000000,51.54315620000000,5
2018-08-16,Ashbys,W13 9AU,-0.31510140000000,51.51139150000000,5
2019-06-26,Asia Kebab House,UB1 1SU,-0.37543260000000,51.51083970000000,1
2018-11-12,Asian Meat & Poultry,UB1 1ND,-0.38750450000000,51.51260700000000,4
,Assegai Biltong,,,,AwaitingInspection
2019-02-21,Association Of Roman Catholic Hungarians,W5 4EA,-0.31141230000000,51.49732280000000,Exempt
2019-02-04,Assyrian Society Of United Kingdom,W5 4SL,-0.30767300724983,51.49850463867190,4
2016-05-17,At Home B&B,W13 8QB,-0.31590560000000,51.51654670000000,5
2018-03-21,At Thai Canteen,W5 2XA,-0.30639900000000,51.51328060000000,4
2019-01-08,Atariya Foods Acton Shop,W3 0DS,-0.28066900000000,51.51777900000000,3
2017-07-12,Auntie Anne's,W5 5JY,-0.30300700664520,51.51279830932620,5
2017-11-01,Aussie Tukka,NW10 7PB,-0.26129001379013,51.53311538696290,1
2018-01-29,Avan Grocery,,,,5
2018-03-26,Avanti Bistro,W4 1LD,-0.25610400000000,51.49639200000000,2
2018-01-29,Avenue House School,W13 8LS,,,5
2019-06-04,Aya Market,W7 1LP,-0.33692640000000,51.51359130000000,3
2018-10-30,B & B Super Shop,UB2 5JT,-0.39412380000000,51.49813920000000,4
2019-02-19,B S Cafe,UB1 1RT,-0.37626498937607,51.51066970825200,1
2018-06-01,B4U Fruit & Veg,UB1 1LP,-0.38269299268722,51.51185607910160,1
2019-04-04,Baba Wadbhag Singh Trust Gurdwara,UB6 9AT,-0.35445860000000,51.51819090000000,1
2018-07-24,Babelle,NW10 6HJ,-0.26080040000000,51.52951960000000,5
2018-12-04,Baby Fox Inn,UB6 7JD,-0.31490498781204,51.53639602661130,2
2019-02-16,Babylon Pizza,W3 9BY,-0.27513090000000,51.50816700000000,3
2018-05-03,Bagel & Shake,W13 0NG,-0.31963670000000,51.51111480000000,4
2016-01-05,Bagel Bite,W5 2NT,-0.30257600545883,51.51470947265630,5
2017-11-02,Baharestan Supermarket,W13 9AU,-0.31566450000000,51.51136360000000,4
2019-07-03,Bake Me,W3 6DH,-0.26857520000000,51.50852010000000,3
2019-06-03,Bake Station,UB6 8PP,-0.34700660000000,51.54167310000000,1
2019-05-10,Balbir's Kitchen,,,,4
2017-08-09,Bally's Express,UB2 5AR,-0.38640299439430,51.50271987915040,4
2018-08-15,Balti House,W3 6PL,-0.26706650000000,51.51637530000000,1
2019-03-28,Bamboo Lounge,NW10 7LT,-0.27122470000000,51.52836070000000,3
2019-02-14,Banana Moon Day Nursery,W4 5LE,-0.26853570000000,51.49427790000000,4
2018-03-05,Bang Curry,NW10 6HJ,-0.26392000000000,51.52953700000000,5
2017-01-27,Banks Chemist,W3 7DD,-0.24955910000000,51.51437990000000,Exempt
2018-04-24,Banooda Cafe,UB2 5HN,-0.38901940000000,51.49989460000000,2
2018-04-10,Banwait Bros & Co,UB1 1LA,-0.37945390000000,51.51122810000000,3
2019-03-04,Bar 8,W5 3EL,-0.28487880000000,51.52678960000000,5
2018-11-13,Basil & Tom's,W3 6AY,-0.26574200391769,51.50854110717770,5
2019-03-25,Basrah Lounge,W3 0SL,-0.28239620000000,51.52380370000000,4
2018-01-25,Bauchou,,,,5
2018-10-22,Bawaro,W7 3SU,-0.33676698803902,51.50862503051760,4
2019-02-25,Baxterstorey At Canteen Carphone Warehouse,W3 6RT,-0.26297700000000,51.52099000000000,5
2019-03-26,BBQ A S Rutkowski,,,,5
2017-09-27,Be Fit Cakes,,,,5
2018-09-13,Beacon House Nursing Home,UB1 1EA,-0.38973080000000,51.50873490000000,5
2019-07-15,Beacon Stores & Grocery,UB1 1DR,-0.38306490000000,51.50774390000000,5
2018-09-10,Beaconsfield Pizza & Chicken,UB1 1BU,-0.38291730000000,51.50743620000000,1
2018-08-16,Beaconsfield Superstore,UB1 1DR,-0.38302600000000,51.50773400000000,3
2017-06-27,Beaconsfield Wine Stores,UB1 1LN,-0.38073399662972,51.51142501831050,Exempt
2019-04-11,Beauty In Original,,,,5
2019-04-30,Beech Haven,W5 2AD,-0.30694900000000,51.51492400000000,4
2018-07-09,Beehive,W5 5DA,-0.30539200000000,51.51051430000000,4
2018-10-04,Beirut Deli,UB6 7DH,-0.30960190000000,51.53963860000000,1
2017-11-01,Bell Trading,NW10 6EU,-0.26378770000000,51.52830490000000,4
2019-02-28,Belvedere Ristorante,W5 1EE,-0.29233620000000,51.53129560000000,3
2019-05-03,Belvue High School,UB5 4RE,-0.35460600256920,51.54745483398440,5
2018-08-16,Benet Club,W5 2DZ,,,5
2019-03-12,Bengal Fish Bazaar,UB1 1BE,-0.37912699580193,51.50637817382810,3
2017-08-04,Berry Temptation,,,,5
2016-02-23,Berrymead Evangelical Church,W3 8NL,-0.26921510000000,51.50456380000000,Exempt
2018-08-09,Bespoke Fuel,W3 6RT,-0.26297700000000,51.52099000000000,4
2017-03-03,Best Booze Food & Wine,UB5 4QJ,-0.34791900000000,51.55765500000000,5
2019-06-18,Best Central Kebab & Fish,W3 6BD,-0.26440500000000,51.50866530000000,1
2019-04-09,Best Food Supermarket,UB1 2NP,-0.37189490000000,51.53083460000000,5
2018-11-12,Best One,W5 3EL,-0.28487130000000,51.52698730000000,1
2015-10-08,Best One,UB6 9AT,-0.35441080000000,51.51911640000000,5
2017-10-18,Best Quality Food & Wine,UB2 5HE,-0.38658190000000,51.50037370000000,4
2019-02-05,Best Quality Meat,UB2 4DB,-0.38342360000000,51.50005140000000,1
2018-08-23,Best Southall Meat Shop,UB2 5DZ,-0.38824580000000,51.50058540000000,5
2019-03-09,Best Western Maitrise Suites Apartment Hotel,W13 0SU,-0.32220470000000,51.51064800000000,Exempt
2016-02-10,Bestway,UB2 5LF,-0.40269601345062,51.50072860717770,5
2012-10-02,Betfred,UB6 8SH,-0.35135400000000,51.52888400000000,Exempt
2019-08-14,Bettyo's Kitchen,W13 9DA,-0.32314400000000,51.51018480000000,5
2019-04-09,Beverage Boys,,,,5
2019-05-21,Bian Dang,NW10 6HJ,-0.26392000000000,51.52953700000000,5
,Bibidu,NW10 6TD,-0.25845700000000,51.52575200000000,AwaitingInspection
2017-07-26,Bica Coffee,W5 4QB,-0.30705200000000,51.50165400000000,5
2019-01-23,Big Bangs,W3 9BY,-0.27348960000000,51.50774720000000,4
2019-05-02,Big Ben Fisheries,W13 9DA,-0.32254099845886,51.51028442382810,1
2017-11-03,Big Bites Cafe,W7 3SL,-0.33816260000000,51.50853710000000,5
2018-05-02,Big Boss Food & Wine,UB1 1BA,-0.37942500000000,51.50717210000000,2
2019-04-04,Big Boys Cafe,UB6 8RE,-0.34998820000000,51.53180550000000,5
2018-05-25,Big Gun,W3 9RH,-0.28180720000000,51.50843580000000,4
2018-08-17,Bill's,W5 2XA,-0.30657380000000,51.51322910000000,5
2018-09-11,Biloko,,,,3
2017-11-02,Bilton Food Express,UB6 7AY,-0.30610000000000,51.53919250000000,5
2018-08-16,Birchwood Price Tools:Travis Perkins,W5 4PA,-0.30241701006889,51.49882507324220,Exempt
,Birkbeck Sports Ground,UB6 8PN,-0.35106640000000,51.54066910000000,AwaitingInspection
2016-02-17,Birring Greengrocers,UB6 8PX,-0.34647110000000,51.54212420000000,5
2019-04-15,Bismillah Restaurant,UB6 8QY,-0.35237850000000,51.52829610000000,3
,Bisou Les Madeleines,NW10 6HJ,-0.26392000000000,51.52953700000000,AwaitingInspection
2018-10-30,Bisous Bakes,,,,4
2019-04-08,Bit's & Bite's House,UB2 4DQ,-0.38292760000000,51.50022440000000,3
2018-08-16,Black George Pub & Club,W13 9AA,-0.31778600811958,51.51104354858400,5
2018-04-26,Black Truffle Catering,NW10 6HJ,-0.26392000000000,51.52953700000000,5
2018-03-12,Blakesley House Nursing Home,W5 2DN,-0.30757200000000,51.51794600000000,3
2018-06-13,Blossom Patch Nursery,W3 7JZ,-0.25437500000000,51.50731900000000,5
,Blue Apple At Kantar,W5 1UA,-0.29542000000000,51.53188000000000,AwaitingInspection
2014-09-24,Blue Berry,,,,5
2019-02-23,Blue Ocean Fisheries,W5 1RH,-0.31358260000000,51.52597340000000,4
2018-07-16,Blue Ocean Fishmongers,W3 6LY,-0.26877840000000,51.50658070000000,4
2019-06-14,Blue Ocean Fishmongers,W5 1RH,-0.31409120000000,51.52586380000000,4
2019-03-05,Blue Orchid Restaurant,UB5 6AT,-0.37595500000000,51.53234700000000,4
2018-10-03,Bluega Restaurant,W5 3QS,-0.29198810000000,51.52904240000000,1
2019-03-27,Bluspoon,,,,5
2018-11-13,Bobby's Off Licence,UB6 9AY,-0.35511070000000,51.51969280000000,3
,Bobs,,,,AwaitingInspection
2017-03-10,Body Hero,UB6 0HH,-0.33921500000000,51.55051050000000,5
2019-02-19,Bollo's Peri Peri,W3 8HL,-0.27989900000000,51.50338900000000,2
,Bon Appetit At Berkley West Thames,UB2 5LE,-0.39947500824928,51.50344467163090,AwaitingInspection
,Bonab Restaurant,W5 5AS,-0.30560150000000,51.51185720000000,AwaitingInspection
2018-10-15,Bonne Cafe,W5 3SS,-0.30175480000000,51.51337530000000,3
2019-03-20,Boof,W5 5AH,-0.30731800000000,51.51259240000000,3
2018-08-16,Boots UK Ltd,W5 5JY,-0.30300700664520,51.51279830932620,5
2017-01-31,Boots UK Ltd,UB6 9PT,-0.35397830000000,51.52830960000000,Exempt
2017-02-10,Boots UK Ltd,UB5 4RR,-0.35011020000000,51.55156330000000,Exempt
2017-07-18,Boots UK Ltd,UB5 4AP,-0.36951760000000,51.55137580000000,Exempt
2016-11-29,Boots UK Ltd,UB1 1JY,-0.37864700000000,51.51122590000000,Exempt
2017-01-27,Boots UK Ltd,W13 0SY,-0.32354820000000,51.51055930000000,Exempt
2017-02-06,Boots UK Ltd,UB6 0UW,-0.34008300000000,51.54186200000000,5
2017-03-30,Boots UK Ltd,W3 6RE,-0.26960200000000,51.50743700000000,Exempt
2017-07-12,Bordars Superstore,W7 1AG,-0.33962860000000,51.52210940000000,4
2019-07-12,Borough Broth,UB6 8PW,-0.35767780000000,51.54449360000000,4
2018-08-16,Boston Express,W5 4RP,-0.30560390000000,51.49470860000000,4
2018-01-22,Boston Manor Hotel/Banqueting Suite,W7 2HJ,-0.33337301015854,51.50370407104490,2
2015-10-22,Boston News,W7 2HJ,-0.33306770000000,51.50362690000000,3
2018-08-07,BP Connect,UB5 5BH,-0.37138301134110,51.54613113403320,5
2017-06-10,BP Express Shopping Ltd,W3 0TE,-0.27769430000000,51.52692710000000,4
2016-02-13,BP Gunnersbury Park SF Connect,W5 4LR,-0.28694799542427,51.50179290771480,5
2016-03-17,BP Perivale Simply Food Connect,UB6 8TF,-0.32434999942779,51.53324127197270,5
2018-08-16,Bramley Pharmacy,W5 4UA,-0.31366290000000,51.49844860000000,Exempt
2019-09-14,Brando,s Piri Piri Pizza & Grill,UB1 1RT,-0.37626498937607,51.51066970825200,3
2018-08-24,Bread & Honey,NW10 6JP,-0.26312300000000,51.52587500000000,5
2019-03-11,Breadwinners,W4 1JA,-0.25947670000000,51.49921310000000,5
2019-01-25,Brent Valley Golf Club,W7 3BE,-0.34015220000000,51.51603800000000,3
2019-03-12,Brentham Club & Perry Cafe,W5 1NP,-0.30833399295807,51.52891159057620,5
2019-03-25,Bridge Cafe,W3 0AP,-0.27361500263214,51.52136230468750,3
2018-06-12,Bright Eyes Montessori Nursery,W3 9QN,-0.27738800644875,51.50886535644530,5
2019-04-08,Bright Horizons Chiswick Park Day Nursery And Pre-School,W4 5BW,-0.26597601175308,51.49707794189450,5
2019-08-14,Brilliant Restaurant,UB2 5DZ,-0.38762750000000,51.50054990000000,5
,Brios London,W5 5DA,-0.30518740000000,51.51097900000000,AwaitingInspection
2015-10-22,British Food And Wine Store,W7 2HJ,-0.33333410000000,51.50382850000000,3
2018-04-25,Broadway Fish Bar,W7 3ST,-0.33703850000000,51.50893480000000,4
2019-01-30,Broken Gate Cafe,UB6 0HY,-0.33686040000000,51.55575580000000,3
2019-07-18,Bronek's Park Cafe,W13 9QT,-0.31614890000000,51.50253100000000,3
2019-08-15,Brothers Kebab,W5 4RJ,-0.30584750000000,51.49746380000000,2
2018-10-24,Brothers Kebab,UB5 4RR,-0.35018010000000,51.55162720000000,4
2018-07-05,Browns Cafe,UB1 1BE,-0.37870770000000,51.50708130000000,3
2016-11-14,Bubble Magik,W5 5JY,-0.30300700000000,51.51279900000000,5
2019-07-22,Built Custom Burgers,W5 5DB,-0.30468540000000,51.51169110000000,5
2019-02-18,Bulgarian Food Shop,W3 9RH,-0.28187920000000,51.50843690000000,4
2019-01-14,Bumble Bees Day Nursery,W5 3RJ,-0.28913460000000,51.51440600000000,5
2018-06-07,Bunny Park Nursery,W7 3EJ,-0.34170390000000,51.51379380000000,5
2018-09-29,Buonissima,,,,5
2018-11-12,Buono,W3 6AY,-0.26570700000000,51.50853170000000,4
2019-04-10,Burger Bar (Wickes),W7 3SA,-0.33653380000000,51.50617600000000,3
2019-01-19,Burger King,W3 0PA,-0.28133600000000,51.52533400000000,5
,Burger Plus,UB1 1LN,-0.38087300000000,51.51144550000000,AwaitingInspection
2017-09-03,Burgers And Dogs,,,,4
2019-03-25,Burgess Catering,W3 6UG,-0.25780698657036,51.52238845825200,3
2017-11-07,Burnt Norton,W5 5ES,-0.30540930000000,51.50733120000000,5
,Burr Burgers,NW10 6HJ,-0.26392000000000,51.52953700000000,AwaitingInspection
2018-06-05,Bustronome,UB2 4SE,-0.36485600471497,51.50651931762700,5
2018-04-30,Busy Bees,UB6 0HU,-0.33592998981476,51.55966949462890,5
2019-03-22,Busy Bees 2A The Grove,W5 5LH,-0.30412710000000,51.51003750000000,5
2019-04-11,Busy Bees Ealing Northfields,W5 4DP,-0.31300270000000,51.49682050000000,5
2019-04-24,Busy Bees Nursery,W5 3NY,-0.28655970000000,51.50851430000000,5
2018-10-05,Busy Bees Nursery,UB6 8DF,-0.31950610000000,51.53540150000000,5
2018-04-24,Butler's,UB5 6DD,-0.37578240000000,51.53462930000000,1
,Butler's Thai,W5 5ES,-0.30542070000000,51.50741230000000,AwaitingInspection
2019-02-04,Buttercups Nursery,W3 7HN,-0.24591610000000,51.50829150000000,5
2019-03-19,Buttercups Nursery,W5 3TU,-0.29796099662781,51.51246643066410,5
2018-10-11,Buttons Day Nursery,W7 2DT,-0.32873130000000,51.50636180000000,5
2019-08-14,ByRuby,W3 6RT,-0.26180190000000,51.52090910000000,3
,Cafe 51 Eighty,W13 9LL,-0.31700301170349,51.50960922241210,AwaitingInspection
2018-08-21,Cafe 786,W5 1QX,-0.31500830000000,51.52601190000000,3
2018-09-26,Cafe Bleus,NW10 6TD,-0.25845700000000,51.52575200000000,3
2018-07-16,Cafe Des Sports,W3 7HB,-0.25645380000000,51.50970750000000,5
2018-02-10,Cafe Estoril,W3 6QT,-0.27112400000000,51.50835000000000,2
2018-10-24,Cafe Express,UB5 4RR,-0.35029390000000,51.55206950000000,3
2019-01-31,Cafe Florentine,W13 9SJ,-0.31551850000000,51.50048060000000,3
2018-08-23,Cafe Julia,UB6 8SJ,-0.35140010000000,51.52864210000000,4
2018-05-03,Cafe Leemoo,W13 8JP,-0.31982280000000,51.51428280000000,4
2019-08-06,Cafe Nell,W13 9RL,-0.31912840000000,51.50457000000000,5
2019-01-14,Cafe Oak Tree,W3 6BH,-0.26337000000000,51.50876600000000,1
